SeqID	Seq start	Seq stop	Seq length	Domain ID	Model ID	Model start	Model stop	Model size	E-value	Biscore	Accuracy	Species of the template used for the model
YP_500743.1	9	180	189	PF04647	Q2FWM7_STAA8_8-181	3	171	171	1.5e-38	129.2	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500744.1	2	46	46	PF05931	HMMer-3	1	45	45	1.1e-33	112.4	0.99	HMMer-3 model
YP_500745.1	169	275	414	PF06703	R6MBE5_9CLOT_118-285	4	98	99	1.5e-25	86.7	0.86	Clostridium sp. CAG:302
YP_500745.1	308	412	414	PF14501	HMMer-3	3	100	101	5.7e-19	65.3	0.91	HMMer-3 model
YP_500746.1	1	91	208	PF00072	HMMer-3	26	111	112	1.6e-19	67.5	0.95	HMMer-3 model
YP_500746.1	119	208	208	PF04397	HMMer-3	3	92	98	6.4e-21	71.8	0.92	HMMer-3 model
YP_500748.1	1	312	319	PF00294	HMMer-3	1	301	302	4.1e-84	279.8	0.98	HMMer-3 model
YP_500749.1	38	338	494	PF00251	HMMer-3	1	305	305	1e-99	331.3	0.96	HMMer-3 model
YP_500749.1	333	483	494	PF16346	C4ZAM5_AGARV_299-479	2	152	154	1.9e-28	96.5	0.89	[Eubacterium] rectale ATCC 33656
YP_500750.1	3	47	316	PF00356	HMMer-3	2	46	46	2.5e-18	63.0	0.97	HMMer-3 model
YP_500750.1	59	304	316	PF00532	Q2CGT1_OCEGH_66-328	2	252	254	9.8e-39	131.0	0.95	Oceanicola granulosus HTCC2516
YP_500751.1	9	400	416	PF00909	Q49UX7_STAS1_7-402	1	381	382	5.4e-124	411.5	0.97	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_500752.1	4	73	74	PF01206	D6Z077_DESAT_10-83	4	69	69	3.1e-20	69.3	0.94	Desulfurivibrio alkaliphilus AHT 2
YP_500753.1	1	301	328	PF04143	HMMer-3	13	310	310	1.2e-92	308.1	0.98	HMMer-3 model
YP_500754.1	6	54	211	PF06971	HMMer-3	1	49	49	1.5e-19	67.2	0.99	HMMer-3 model
YP_500754.1	83	180	211	PF02629	A0A060M128_9BACI_83-180	4	95	96	2.8e-29	99.2	0.97	Bacillus lehensis G1
YP_500755.1	22	254	642	PF09818	J1L1J0_9EURY_146-455	1	169	170	1.5e-42	142.5	0.84	Methanofollis liminatans DSM 4140
YP_500755.1	346	475	642	PF00005	F6FT72_ISOV2_341-471	4	130	130	6.9e-34	114.4	0.99	Isoptericola variabilis 225
YP_500755.1	509	642	642	PF09496	Q9KNX2_VIBCH_519-661	2	133	135	4.8e-23	79.3	0.86	Vibrio cholerae O1 biovar El Tor str. N16961
YP_500757.1	47	307	536	PF05192	Q8A4A6_BACTN_97-377	5	281	281	6.5e-28	95.5	0.8	Bacteroides thetaiotaomicron VPI-5482
YP_500757.1	353	533	536	PF00488	W4KRR4_9HOMO_495-695	1	183	185	5e-36	121.6	0.93	Heterobasidion irregulare TC 32-1
YP_500758.1	27	311	341	PF00814	HMMer-3	2	270	271	8e-104	344.5	0.97	HMMer-3 model
YP_500759.1	2	111	136	PF00583	A0A0E0BCC3_9ORYZ_24-155	1	113	113	2.9e-23	80.1	0.97	Oryza glumipatula
YP_500760.1	13	209	220	PF00814	U3TR88_9ENTR_14-229	1	209	212	9.1e-51	170.4	0.9	Plautia stali symbiont
YP_500761.1	1	125	144	PF02367	A0A0G0KVW5_9BACT_7-168	6	130	132	1.2e-39	132.5	0.95	Parcubacteria group bacterium GW2011_GWD2_38_11
YP_500763.1	33	552	562	PF00920	B9EBF6_MACCJ_33-553	1	519	519	4.2e-229	758.8	1.0	Macrococcus caseolyticus JCSC5402
YP_500764.1	35	203	589	PF02776	HMMer-3	2	163	172	3.6e-55	183.6	0.98	HMMer-3 model
YP_500764.1	224	359	589	PF00205	HMMer-3	1	137	137	1.5e-44	148.4	0.96	HMMer-3 model
YP_500764.1	417	565	589	PF02775	HMMer-3	1	153	153	1.1e-51	172.1	0.98	HMMer-3 model
YP_500765.1	11	74	84	PF13710	D3UIV8_HELM1_11-73	1	64	64	2.4e-17	60.1	0.96	Helicobacter mustelae 12198
YP_500766.1	14	177	334	PF07991	HMMer-3	2	165	165	1.7e-75	249.5	0.99	HMMer-3 model
YP_500766.1	183	326	334	PF01450	HMMer-3	1	143	144	8.3e-66	218.1	0.99	HMMer-3 model
YP_500767.1	4	273	509	PF00682	HMMer-3	2	264	264	9.2e-94	311.2	0.99	HMMer-3 model
YP_500767.1	369	500	509	PF08502	HMMer-3	2	132	133	3e-36	121.6	0.98	HMMer-3 model
YP_500768.1	4	342	348	PF00180	HMMer-3	1	345	348	2.4e-123	409.0	0.98	HMMer-3 model
YP_500769.1	7	446	456	PF00330	HMMer-3	1	461	461	2.8e-149	495.4	0.96	HMMer-3 model
YP_500770.1	9	126	190	PF00694	F2LPW2_BURGS_1-124	2	117	118	2.6e-44	147.7	0.98	Burkholderia gladioli BSR3
YP_500771.1	25	314	422	PF00291	C6CSJ8_PAESJ_23-316	2	285	286	2.3e-75	251.3	0.97	Paenibacillus sp. JDR-2
YP_500771.1	329	421	422	PF00585	HMMer-3	1	91	91	8.1e-22	74.2	0.97	HMMer-3 model
YP_500774.1	6	102	151	PF10263	G5K254_9STRE_2-102	1	96	97	6.5e-40	132.3	0.99	Streptococcus ictaluri 707-05
YP_500774.1	112	147	151	PF17283	L7WY84_STAWS_111-148	1	35	36	1.8e-15	53.7	0.97	Staphylococcus warneri SG1
YP_500775.1	9	192	716	PF09371	HMMer-3	2	181	182	9.4e-66	218.3	0.96	HMMer-3 model
YP_500775.1	315	440	716	PF16921	HMMer-3	1	126	126	2.3e-54	180.6	0.99	HMMer-3 model
YP_500775.1	451	546	716	PF14635	G3AVK6_SPAPN_895-999	2	101	102	7.8e-27	91.2	0.98	Spathaspora passalidarum NRRL Y-27907
YP_500775.1	550	622	716	PF17674	A0A2C1K8W4_9BACI_556-628	1	73	73	6.3e-25	85.2	0.99	Bacillus sp. AFS040349
YP_500775.1	641	712	716	PF00575	H0A8S4_9PROT_30-99	1	71	72	6.7e-25	84.6	0.98	Acetobacteraceae bacterium AT-5844
YP_500776.1	18	255	256	PF07638	Q7UGA3_RHOBA_22-216	9	170	172	2.5e-29	99.7	0.8	Rhodopirellula baltica SH 1
YP_500777.1	22	152	169	PF13581	HMMer-3	1	125	125	8.9e-28	94.1	0.92	HMMer-3 model
YP_500778.1	16	96	108	PF13466	C5CQI4_VARPS_2-83	1	80	81	1.2e-22	77.1	0.98	Variovorax paradoxus S110
YP_500782.1	3	108	120	PF02452	G9YKU1_9FIRM_13-120	1	104	106	1.2e-36	122.4	0.98	Flavonifractor plautii ATCC 29863
YP_500784.1	13	229	382	PF01168	HMMer-3	1	219	219	4.7e-67	223.2	0.97	HMMer-3 model
YP_500784.1	246	368	382	PF00842	R5SXQ5_9CLOT_232-352	2	121	121	6.2e-43	142.8	0.96	Clostridium sp. CAG:1219
YP_500785.1	4	113	119	PF01648	H0DEZ0_9STAP_4-113	1	107	108	2.5e-30	102.3	0.98	Staphylococcus pettenkoferi VCU012
YP_500786.1	9	75	163	PF03083	K7I0W6_CAEJA_11-88	16	65	67	0.00083	16.9	0.89	Caenorhabditis japonica
YP_500786.1	77	150	163	PF03703	B3JF32_9BACE_409-483	2	74	74	6.1e-23	78.0	0.98	Bacteroides coprocola DSM 17136
YP_500787.1	67	142	527	PF03703	Q5HME2_STAEQ_66-142	3	75	77	2.3e-18	63.5	0.96	Staphylococcus epidermidis RP62A
YP_500787.1	165	293	527	PF02378	A6LUQ8_CLOB8_115-392	88	149	247	0.00086	16.5	0.81	Clostridium beijerinckii NCIMB 8052
YP_500787.1	289	374	527	PF03703	C3PL97_CORA7_252-335	2	79	79	7e-21	71.5	0.94	Corynebacterium aurimucosum ATCC 700975
YP_500787.1	439	517	527	PF03703	Q5WBQ3_BACSK_413-492	2	78	78	1.7e-08	31.7	0.96	Bacillus clausii KSM-K16
YP_500788.1	72	147	159	PF03703	Q5HME2_STAEQ_66-142	1	72	77	3.8e-09	33.9	0.94	Staphylococcus epidermidis RP62A
YP_500789.1	6	183	186	PF02669	Q2FWI1_STAA8_4-183	2	172	172	1.9e-60	201.1	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500790.1	58	274	657	PF00122	A0A0D4DYL1_9ACTN_51-283	2	214	214	3.8e-36	121.9	0.94	Streptomyces sp. A02
YP_500790.1	280	507	657	PF00702	C9A6Y6_ENTCA_296-525	1	228	228	2.9e-55	185.3	0.96	Enterococcus casseliflavus EC20
YP_500791.1	5	555	558	PF03814	E8SI98_STAPH_4-555	1	546	547	2.2e-216	716.6	0.99	Staphylococcus pseudintermedius HKU10-03
YP_500792.1	13	36	36	PF09604	Q2FWH8_STAA8_13-36	1	24	24	4.5e-15	51.9	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500793.1	12	221	885	PF02702	HMMer-3	1	208	210	1.3e-78	260.7	0.99	HMMer-3 model
YP_500793.1	236	355	885	PF00582	A0A0D5AEG1_9NOCA_231-355	3	116	127	6.9e-10	36.6	0.89	Rhodococcus sp. B7740
YP_500793.1	387	497	885	PF13493	HMMer-3	2	103	107	6e-24	81.3	0.9	HMMer-3 model
YP_500793.1	500	634	885	PF13492	C5T0D0_ACIDE_529-661	1	131	131	3.2e-14	51.1	0.88	Acidovorax delafieldii 2AN
YP_500793.1	637	721	885	PF00512	A0A0F7NAX3_9ACTN_200-266	4	66	66	2.3e-07	28.5	0.91	Streptomyces sp. CNQ-509
YP_500793.1	765	878	885	PF02518	A0A0F3M7Y9_ORITS_166-284	2	107	110	4.1e-24	82.4	0.93	Orientia tsutsugamushi str. Gilliam
YP_500794.1	5	114	231	PF00072	HMMer-3	1	112	112	1.3e-28	96.7	0.98	HMMer-3 model
YP_500794.1	148	225	231	PF00486	HMMer-3	2	77	77	2.2e-21	73.1	0.96	HMMer-3 model
YP_500795.1	26	344	506	PF06862	A0A0E9NF98_9ASCO_207-676	1	333	336	4.6e-100	332.5	0.94	Saitoella complicata NRRL Y-17804
YP_500796.1	26	118	452	PF01225	Q98KA9_RHILO_25-119	1	94	94	2.4e-25	86.5	0.94	Mesorhizobium japonicum MAFF 303099
YP_500796.1	111	294	452	PF08245	E8SKL5_STAPH_111-295	1	183	183	9.7e-51	169.8	0.95	Staphylococcus pseudintermedius HKU10-03
YP_500796.1	316	419	452	PF02875	A4JB90_BURVG_318-427	2	102	102	1.5e-32	109.3	0.94	Burkholderia vietnamiensis G4
YP_500797.1	5	119	356	PF01820	Q2FWH3_STAA8_5-119	2	113	114	5.8e-39	130.5	0.97	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500797.1	136	339	356	PF07478	HMMer-3	1	204	204	1.1e-77	257.6	0.99	HMMer-3 model
YP_500798.1	16	387	400	PF01098	B9DMH2_STACT_11-388	1	351	352	2.1e-111	369.9	0.94	Staphylococcus carnosus subsp. carnosus TM300
YP_500799.1	1	34	45	PF08181	A0A0M2PHS6_9BACI_1-46	4	31	46	0.00085	16.6	0.93	Bacillus sp. SA1-12
YP_500800.1	7	66	69	PF00403	HMMer-3	14	62	62	1e-05	23.3	0.91	HMMer-3 model
YP_500801.1	13	92	97	PF02583	D2TJK2_CITRI_7-87	2	78	80	2.7e-30	101.9	0.96	Citrobacter rodentium ICC168
YP_500802.1	26	68	494	PF13396	B9DMH7_STACT_24-67	1	43	43	3.5e-18	62.7	0.98	Staphylococcus carnosus subsp. carnosus TM300
YP_500802.1	136	465	494	PF13090	A0A0N0E7Y6_9RHOB_349-703	2	291	293	1.3e-77	258.3	0.89	Ahrensia marina
YP_500803.1	5	199	215	PF13875	K2A3X4_9BACT_8-182	2	163	163	1.9e-39	132.4	0.83	uncultured bacterium (gcode 4)
YP_500806.1	56	247	290	PF02096	A0A0F7D4T1_9STAP_55-246	1	186	187	1.1e-54	182.5	0.97	Salinicoccus halodurans
YP_500807.1	9	194	213	PF02581	HMMer-3	1	181	181	6.3e-60	199.0	0.98	HMMer-3 model
YP_500808.1	4	251	263	PF02110	HMMer-3	1	245	246	3.6e-77	256.4	0.95	HMMer-3 model
YP_500809.1	14	260	276	PF08543	HMMer-3	1	246	246	8.2e-94	310.9	0.98	HMMer-3 model
YP_500810.1	12	215	229	PF03070	O25874_HELPY_8-217	3	202	203	6e-33	112.1	0.94	Helicobacter pylori 26695
YP_500812.1	153	231	231	PF06737	HMMer-3	2	77	77	1.4e-27	93.5	0.97	HMMer-3 model
YP_500813.1	2	101	131	PF00436	HMMer-3	1	104	104	5.7e-25	84.8	0.97	HMMer-3 model
YP_500814.1	23	152	167	PF14183	B9DMG4_STACT_2-135	1	129	130	3.3e-47	157.0	0.99	Staphylococcus carnosus subsp. carnosus TM300
YP_500815.1	14	135	146	PF07977	E2ZGN1_9FIRM_23-146	1	121	122	5.3e-47	156.2	0.99	Faecalibacterium cf. prausnitzii KLE1255
YP_500816.1	11	416	421	PF00275	R5PVW2_9CLOT_6-416	2	399	399	7.8e-111	368.1	0.98	Clostridium sp. CAG:780
YP_500817.1	9	63	77	PF06612	C0Z762_BREBN_8-62	2	54	55	7.2e-23	77.7	0.98	Brevibacillus brevis NBRC 100599
YP_500819.1	4	83	134	PF02823	HMMer-3	1	80	80	3.6e-26	88.3	0.96	HMMer-3 model
YP_500819.1	87	132	134	PF00401	Q49Z49_STAS1_87-132	2	45	46	5.4e-21	71.8	0.98	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_500820.1	6	77	470	PF02874	D5SNA1_PLAL2_12-83	1	71	71	2.8e-28	95.3	0.96	Planctopirus limnophila DSM 3776
YP_500820.1	135	348	470	PF00006	J7U4X8_MORMO_140-349	1	210	210	4.1e-89	295.6	0.98	Morganella morganii subsp. morganii KT
YP_500820.1	356	419	470	PF18269	A0A0G1L8S6_9BACT_30-93	1	64	64	1.1e-34	115.8	0.99	Candidatus Jorgensenbacteria bacterium GW2011_GWA2_45_13
YP_500821.2	3	286	288	PF00231	Q5HMB8_STAEQ_3-287	1	283	283	2.4e-98	326.4	0.99	Staphylococcus epidermidis RP62A
YP_500822.1	25	92	502	PF02874	D1AUT2_STRM9_24-92	2	68	68	6e-30	100.3	0.98	Streptobacillus moniliformis DSM 12112
YP_500822.1	149	364	502	PF00006	A0A0G0LRW8_9BACT_189-404	1	216	216	1.4e-97	323.2	1.0	candidate division CPR2 bacterium GW2011_GWC2_39_10
YP_500822.1	371	498	502	PF00306	Q8Y4C0_LISMO_371-498	1	128	128	2.4e-49	164.2	0.99	Listeria monocytogenes EGD-e
YP_500823.1	4	175	179	PF00213	HMMer-3	1	171	172	5.4e-44	147.7	0.97	HMMer-3 model
YP_500824.1	16	161	173	PF02326	A0A0F3NP18_9RICK_5-163	2	145	146	2.5e-37	125.4	0.98	Candidatus Neoehrlichia lotoris str. RAC413
YP_500825.1	1	67	70	PF00137	F6CQ34_DESK7_4-72	2	66	67	1.4e-25	86.5	0.98	Desulfofundulus kuznetsovii DSM 6115
YP_500826.1	29	235	242	PF00119	Q49Z56_STAS1_24-235	2	195	195	1.3e-57	192.3	0.96	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_500827.1	43	134	150	PF03899	E6MD30_STALU_10-101	1	92	92	4.1e-39	130.2	0.99	Staphylococcus lugdunensis M23590
YP_500828.1	22	362	375	PF02350	HMMer-3	1	347	347	9.1e-124	410.1	0.97	HMMer-3 model
YP_500829.1	6	208	209	PF14681	HMMer-3	1	207	207	5e-78	258.6	0.98	HMMer-3 model
YP_500830.1	4	381	412	PF00464	HMMer-3	2	399	399	3.3e-181	599.6	0.99	HMMer-3 model
YP_500831.1	3	173	174	PF04260	R5D7H6_9FIRM_6-176	4	171	171	1.9e-72	239.7	0.98	Firmicutes bacterium CAG:555
YP_500832.1	3	134	139	PF01451	A0A0D5A683_9NOCA_7-148	1	134	137	1.3e-32	110.6	0.95	Rhodococcus sp. B7740
YP_500833.1	44	220	365	PF01300	E6MD35_STALU_26-203	3	177	177	1.4e-62	207.7	0.99	Staphylococcus lugdunensis M23590
YP_500833.1	224	356	365	PF03481	Q2FWE2_STAA8_222-356	3	127	127	8.1e-27	91.4	0.92	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500834.1	1	45	250	PF17827	G8TKY8_NIAKG_5-75	28	71	71	9.1e-11	39.6	0.96	Niastella koreensis GR20-10
YP_500834.1	48	225	250	PF05971	V5E304_PSEBG_434-750	2	188	191	2.7e-37	125.9	0.93	Kalmanozyma brasiliensis
YP_500835.1	8	202	358	PF03462	HMMer-3	2	193	193	5.8e-75	248.8	0.98	HMMer-3 model
YP_500835.1	209	318	358	PF00472	HMMer-3	2	116	116	1.2e-40	135.5	0.94	HMMer-3 model
YP_500836.1	8	187	199	PF00265	B9DMD2_STACT_8-187	1	179	179	1.4e-69	230.7	0.99	Staphylococcus carnosus subsp. carnosus TM300
YP_500837.1	1	79	84	PF01197	R7XYX5_9ACTN_1-81	1	74	74	3.2e-33	111.2	0.98	Nocardioides sp. CF8
YP_500838.1	16	59	438	PF07498	E8SDY8_STAPH_15-58	1	44	44	5.5e-27	90.6	0.99	Staphylococcus pseudintermedius HKU10-03
YP_500838.1	63	154	438	PF07497	B5JP03_9BACT_14-105	1	91	91	2.9e-36	121.1	0.96	Verrucomicrobiae bacterium DG1235
YP_500838.1	166	374	438	PF00006	F7ADH0_XENTR_232-456	2	208	209	1e-58	196.2	0.94	Xenopus tropicalis
YP_500839.1	13	470	475	PF00171	HMMer-3	1	462	462	8.2e-167	552.7	0.98	HMMer-3 model
YP_500840.1	13	103	111	PF01638	A0A0N1N9R0_9ACTN_25-109	1	87	88	1.8e-20	69.9	0.95	Actinobacteria bacterium OK006
YP_500841.1	13	414	419	PF00275	R5PVW2_9CLOT_6-416	2	399	399	3.8e-107	356.0	0.98	Clostridium sp. CAG:780
YP_500842.1	4	284	286	PF01116	HMMer-3	1	280	280	8.8e-103	341.0	0.97	HMMer-3 model
YP_500843.1	1	168	173	PF10740	HMMer-3	1	168	168	1.1e-60	201.5	0.99	HMMer-3 model
YP_500844.1	3	267	536	PF06418	HMMer-3	1	265	265	1.8e-128	424.8	1.0	HMMer-3 model
YP_500844.1	345	527	536	PF00117	K7VDM7_MAIZE_311-574	2	173	173	1.6e-63	211.5	0.98	Zea mays
YP_500845.1	14	81	176	PF05066	D9QQS4_ACEAZ_11-72	1	68	68	9.5e-26	87.7	0.99	Acetohalobium arabaticum DSM 5501
YP_500846.1	10	144	286	PF00583	H0DGH0_9STAP_9-144	1	129	129	7.7e-19	66.1	0.93	Staphylococcus pettenkoferi VCU012
YP_500846.1	158	275	286	PF13673	F5LJ86_9BACL_5-141	45	133	135	4.4e-09	34.3	0.85	Paenibacillus sp. HGF7
YP_500848.1	3	264	267	PF03630	C2W8Y5_BACCE_10-276	1	264	265	3.4e-52	175.1	0.96	Bacillus cereus Rock3-44
YP_500849.1	5	106	223	PF11042	E8SE05_STAPH_5-106	3	102	102	1.2e-42	141.6	0.98	Staphylococcus pseudintermedius HKU10-03
YP_500849.1	116	221	223	PF11042	C7M872_CAPOD_2-111	1	103	103	1.8e-23	80.1	0.95	Capnocytophaga ochracea DSM 7271
YP_500850.1	153	309	397	PF02655	A0A086T7P6_ACRCH_204-383	3	154	154	7.8e-25	85.3	0.93	Acremonium chrysogenum ATCC 11550
YP_500851.1	75	365	394	PF01546	A0A098EHK4_9BACL_75-373	1	283	283	8.3e-59	197.1	0.95	Planococcus massiliensis
YP_500852.1	5	149	156	PF02664	C4LK83_CORK4_4-153	1	145	146	1.2e-57	191.2	0.98	Corynebacterium kroppenstedtii DSM 44385
YP_500853.1	6	116	116	PF13564	Q1GQQ2_SPHAL_8-122	2	109	112	1.3e-30	103.5	0.97	Sphingopyxis alaskensis RB2256
YP_500854.1	4	66	433	PF02885	Q73KM6_TREDE_4-71	2	63	63	1e-26	89.9	0.99	Treponema denticola ATCC 35405
YP_500854.1	78	306	433	PF00591	A7HN48_FERNB_76-305	1	227	227	8.6e-97	320.2	0.98	Fervidobacterium nodosum Rt17-B1
YP_500854.1	345	418	433	PF07831	HMMer-3	1	75	75	1.8e-27	92.2	0.98	HMMer-3 model
YP_500856.1	3	215	220	PF01791	A0A0M9VLC4_9MICO_7-228	2	212	213	3.5e-90	298.6	0.99	Microbacterium chocolatum
YP_500857.1	20	212	236	PF01048	D9RAJ9_CLOSW_23-251	1	187	190	6e-43	144.2	0.93	[Clostridium] saccharolyticum WM1
YP_500858.1	10	147	147	PF00210	F9UUB7_LACPL_28-173	2	138	139	3.1e-46	154.2	0.99	Lactobacillus plantarum WCFS1
YP_500859.1	4	112	137	PF04134	A0A0F2NX19_9FLAO_8-116	1	106	108	6.6e-24	82.3	0.95	Flavobacteriales bacterium BRH_c54
YP_500860.1	6	129	457	PF01878	D2QXZ2_PIRSD_450-572	1	101	125	3.2e-08	31.1	0.82	Pirellula staleyi DSM 6068
YP_500860.1	141	270	457	PF01878	Q49Z89_STAS1_141-270	1	130	130	1.6e-74	245.7	1.0	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_500860.1	313	445	457	PF07728	K4BTL3_SOLLC_1076-1213	4	109	129	8e-13	45.6	0.88	Solanum lycopersicum
YP_500861.1	1	65	76	PF12666	A0A0G1UAK4_9BACT_5-92	18	73	87	4.3e-05	21.0	0.81	Microgenomates group bacterium GW2011_GWA1_48_10
YP_500862.1	3	273	285	PF01238	C6CW04_PAESJ_6-315	30	298	305	3.9e-65	217.3	0.95	Paenibacillus sp. JDR-2
YP_500864.1	7	193	221	PF13460	HMMer-3	1	183	184	3.5e-41	138.5	0.87	HMMer-3 model
YP_500865.1	14	76	106	PF12840	A0A0B4XIQ4_9GAMM_11-78	3	63	63	7.8e-19	64.9	0.97	Alcanivorax pacificus W11-5
YP_500866.1	26	216	326	PF01545	V5BV32_TRYCR_34-326	3	203	203	9.6e-66	218.7	0.97	Trypanosoma cruzi Dm28c
YP_500866.1	220	296	326	PF16916	C5A520_THEGJ_209-285	1	74	74	2e-16	57.3	0.97	Thermococcus gammatolerans EJ3
YP_500867.1	3	144	363	PF06161	Q03YS9_LEUMM_1-168	18	117	140	4.7e-08	31.0	0.82	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
YP_500867.1	232	327	363	PF11368	R6W9R6_9FIRM_9-251	6	80	237	0.00072	16.6	0.82	Dorea sp. CAG:317
YP_500870.1	60	91	378	PF02037	D8LMQ5_ECTSI_272-305	3	32	33	3.6e-12	43.1	0.95	Ectocarpus siliculosus
YP_500871.1	1	24	30	PF11433	T0MV94_9EURY_76-125	11	28	50	0.00056	17.1	0.9	Thermoplasmatales archaeon I-plasma
YP_500873.1	7	278	285	PF08282	Q5HM70_STAEQ_11-282	1	263	263	5.7e-65	217.1	0.92	Staphylococcus epidermidis RP62A
YP_500874.1	14	187	260	PF13476	J1F406_9LACO_25-177	1	148	150	8.6e-38	127.2	0.87	Lactobacillus mali KCTC 3596 = DSM 20444
YP_500875.1	1	219	601	PF13230	Q31L55_SYNE7_1-264	1	216	217	4.3e-59	197.1	0.94	Synechococcus elongatus PCC 7942 = FACHB-805
YP_500875.1	287	415	601	PF01380	HMMer-3	4	128	131	4.3e-33	111.3	0.98	HMMer-3 model
YP_500875.1	459	584	601	PF01380	A0A099TD36_9RHOB_455-587	3	130	131	6.7e-40	133.4	0.94	Thalassobacter sp. 16PALIMAR09
YP_500876.1	22	282	512	PF02378	E8NCC7_MICTS_25-327	1	259	259	4.6e-115	380.8	0.99	Microbacterium testaceum StLB037
YP_500876.1	420	503	512	PF02302	A6TVY1_ALKMQ_378-462	2	83	83	8.8e-29	97.2	0.97	Alkaliphilus metalliredigens QYMF
YP_500877.1	3	78	710	PF05043	R7GCX3_9FIRM_75-166	7	76	80	8.6e-18	61.5	0.94	Eubacterium dolichum CAG:375
YP_500877.1	84	165	710	PF05043	C9A6E0_ENTCA_68-164	4	81	82	5.9e-21	71.7	0.96	Enterococcus casseliflavus EC20
YP_500877.1	204	401	710	PF08270	C0MEQ0_STRS7_172-385	3	202	203	1.5e-43	146.1	0.93	Streptococcus equi subsp. zooepidemicus H70
YP_500877.1	412	493	710	PF02302	D5DWQ9_BACMQ_411-501	1	81	83	5.9e-21	72.0	0.95	Bacillus megaterium QM B1551
YP_500877.1	561	700	710	PF00359	HMMer-3	23	122	144	7.1e-09	33.1	0.82	HMMer-3 model
YP_500878.1	5	141	144	PF00359	D5DWQ8_BACMQ_491-630	1	133	134	6e-38	127.5	0.98	Bacillus megaterium QM B1551
YP_500879.1	1	131	368	PF01232	R6UVR9_9FIRM_2-131	1	133	133	3.6e-46	154.0	0.98	Erysipelotrichaceae bacterium CAG:64
YP_500879.1	141	329	368	PF08125	A0A0N0H9B8_THEVU_148-372	1	189	190	6.7e-53	176.4	0.98	Thermoactinomyces vulgaris
YP_500880.1	4	28	2478	PF04650	Q2FW95_STAA8_4-28	1	25	25	2.2e-15	53.3	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500880.1	416	492	2478	PF07202	W4XGS1_STRPU_1-107	12	77	95	0.00027	18.3	0.9	Strongylocentrotus purpuratus
YP_500880.1	621	688	2478	PF07564	Q5HNF3_STAEQ_640-707	1	68	68	5.3e-25	84.7	0.98	Staphylococcus epidermidis RP62A
YP_500880.1	683	759	2478	PF07564	HMMer-3	1	77	77	2.3e-14	50.7	0.98	HMMer-3 model
YP_500880.1	775	842	2478	PF07564	Q5HNF3_STAEQ_794-861	1	67	68	2.3e-18	63.4	0.99	Staphylococcus epidermidis RP62A
YP_500880.1	854	919	2478	PF07564	Q2FW95_STAA8_853-919	6	66	66	3.5e-18	62.9	0.96	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500880.1	929	995	2478	PF07564	Q5HNF3_STAEQ_2334-2401	1	67	67	9.3e-21	71.4	0.99	Staphylococcus epidermidis RP62A
YP_500880.1	1006	1072	2478	PF07564	Q5HNF3_STAEQ_2334-2401	1	67	67	1.8e-19	67.2	0.98	Staphylococcus epidermidis RP62A
YP_500880.1	1083	1183	2478	PF07564	Q74JH9_LACJO_4515-4584	1	98	111	4e-29	98.7	0.98	Lactobacillus johnsonii NCC 533
YP_500880.1	1175	1227	2478	PF07564	T5LT27_9LACT_1-53	2	53	53	3.1e-14	50.4	0.98	Granulicatella elegans ATCC 700633
YP_500880.1	1237	1304	2478	PF07564	Q5HNF3_STAEQ_2411-2478	1	68	68	8.1e-20	68.3	0.99	Staphylococcus epidermidis RP62A
YP_500880.1	1314	1381	2478	PF07564	Q5HNF3_STAEQ_2257-2324	1	68	68	4.2e-19	66.0	0.98	Staphylococcus epidermidis RP62A
YP_500880.1	1376	1452	2478	PF07564	HMMer-3	1	77	77	1.2e-16	58.0	0.98	HMMer-3 model
YP_500880.1	1468	1535	2478	PF07564	Q5HNF3_STAEQ_1410-1477	1	68	68	1.5e-19	67.3	0.99	Staphylococcus epidermidis RP62A
YP_500880.1	1545	1612	2478	PF07564	Q2FW95_STAA8_1545-1612	1	68	68	7.6e-47	155.1	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500880.1	1622	1689	2478	PF07564	Q2FW95_STAA8_1622-1689	1	68	68	2.7e-19	66.6	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500880.1	1699	1766	2478	PF07564	Q2FW95_STAA8_1699-1766	1	68	68	3.4e-46	152.6	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500880.1	1776	1842	2478	PF07564	Q2FW95_STAA8_1776-1843	1	67	67	1.4e-19	67.3	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
